"PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Cabin_deck","Cabin_num","Cabin_side"
"2083_01","Earth","False","TRAPPIST-1e",24,"False",121,20,0,68,506,"Wen Gibbsonton","False","F",407,"S"
"2084_01","Europa","False","TRAPPIST-1e",40,"False",19,10,1,4759,6007,"Aston Boltund","False","A",16,"P"
"2084_02","Europa","True","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Dyonon Boltund","True","A",16,"P"
"2085_01","Europa","False","TRAPPIST-1e",38,"False",0,590,2640,6202,99,"Algedia Unaasor","False","C",72,"P"
"2086_01","Europa","False","TRAPPIST-1e",65,"False",51,4451,0,20,397,"Marf Wasterivel","True","A",26,"S"
"2086_02","Europa","False","TRAPPIST-1e",19,"False",0,1342,0,152,556,"Aldera Wasterivel","True","A",26,"S"
"2087_01","Earth","False","TRAPPIST-1e",54,"False",0,0,872,0,1,"Olliey Brownings","True","F",408,"S"
"2088_01","Earth","False","55 Cancri e",38,"False",0,717,0,0,0,"Eriey Weaves","False","F",409,"S"
"2088_02","Earth","False","TRAPPIST-1e",40,"False",51,0,1,368,509,"Len Weaves","True","G",331,"S"
"2089_01","Earth","False","PSO J318.5-22",21,"False",NA,2,133,0,549,"Sonard Sterreray","False","F",412,"P"
"2090_01","Earth","False","TRAPPIST-1e",22,"False",8,0,801,0,12,"Dia Watkinsley","True","F",413,"P"
"2091_01","Earth","False","TRAPPIST-1e",33,"False",356,NA,0,245,0,"Arlie Woodwinez","False","F",414,"P"
"2092_01","Mars","False","TRAPPIST-1e",18,"False",29,0,2315,0,1,"Muffs Blan","True","D",70,"S"
"2092_02","Mars","False","TRAPPIST-1e",43,"False",546,0,41,710,0,"Wins Stpie","False","E",153,"S"
"2092_03","Mars","False","TRAPPIST-1e",13,NA,6726,0,1605,1266,0,"Cray Stpie","False",NA,NA,NA
"2092_04","Mars","False","TRAPPIST-1e",26,"False",1751,0,0,0,0,"","False","F",410,"S"
"2092_05","Mars","False","TRAPPIST-1e",22,"False",2300,0,22,256,0,"Jur Stpie","False","D",70,"S"
"2094_01","Mars","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"Lles Buncy","True","F",415,"P"
"2095_01","Earth","False","PSO J318.5-22",25,"False",0,11,0,13,1344,"Mabley Gallencis","False","F",411,"S"
"2096_01","Mars","False","TRAPPIST-1e",29,"False",216,10,611,594,0,"Milly Kité","False","F",412,"S"
"2096_02","Mars","False","TRAPPIST-1e",49,"False",1624,0,68,NA,0,"Weaffs Kinie","False","F",412,"S"
"2097_01","Europa","True","55 Cancri e",29,"False",0,0,0,0,0,"Tetra Roftfuling","True","B",86,"S"
"2099_01","Mars","False",NA,45,"False",10,1095,1474,0,0,"Cupers Boste","True","D",71,"S"
"2100_01","Earth","False","PSO J318.5-22",45,"False",0,0,734,3,5,"Garyan Briggins","True","F",413,"S"
"2102_01","Europa","False","TRAPPIST-1e",30,"False",63,9314,249,2624,4538,"Giedia Seadler","False","C",79,"S"
"2104_01","Earth","False","TRAPPIST-1e",29,"False",776,0,4,0,23,"Sonard Bootez","False","F",414,"S"
"2104_02","Earth","False","TRAPPIST-1e",26,"False",0,0,0,0,0,"Brinez Bootez","False",NA,NA,NA
"2105_01","Earth","True","55 Cancri e",16,"False",0,0,0,0,0,"Benda Loway","False","G",335,"S"
"2106_01","Earth","False","55 Cancri e",20,"False",1,0,0,4926,1,"Bertle Calhounez","False","G",336,"S"
"2107_01","Earth","False","TRAPPIST-1e",33,"False",235,2,1,650,0,"Sylvin Haynardy","False","G",338,"P"
"2110_01","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"Ernice Joynewtonks","False","G",339,"P"
"2111_01","Mars","False","TRAPPIST-1e",24,"False",600,593,1404,0,1,"Beals Blan","False","F",417,"P"
"2112_01","Mars","False","TRAPPIST-1e",29,"False",860,305,18,1415,0,"Latsts Perty","False","F",418,"P"
"2114_01","Europa","True","55 Cancri e",40,"False",0,0,0,0,0,"Gollux Folhal","True","B",87,"S"
"2115_01","Europa","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"Schird Oinded","True","D",72,"S"
"2116_01","Earth","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"Dellie Waderoachez","False","G",339,"S"
"2117_01","Europa","False","TRAPPIST-1e",31,"False",0,8718,0,13036,267,"Azet Rocketedy","False",NA,NA,NA
"2118_01","Earth","True","PSO J318.5-22",26,"False",0,0,0,0,0,"Kene Macdonadows","False","G",340,"P"
"2120_01","Mars","False","TRAPPIST-1e",49,"False",0,0,1058,0,0,"Prah Bla","True","D",73,"S"
"2121_01","Earth","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"Timyra Peterstarks","False","G",341,"P"
"2123_01","Earth","True","PSO J318.5-22",23,"False",0,0,0,0,0,"Dianya Johnsondez","False","G",342,"P"
"2123_02","Earth","True","PSO J318.5-22",14,"False",0,0,0,0,0,"France Johnsondez","True","G",342,"P"
"2124_01","Earth","False","55 Cancri e",21,"False",770,0,0,40,0,"Ine Litthews","False","G",341,"S"
"2125_01","Earth","False","TRAPPIST-1e",18,"False",0,1,0,80,826,"Stenny Pagedy","False","G",343,"P"
"2126_01","Earth","False","TRAPPIST-1e",NA,"False",717,0,0,0,0,"Natha Ricews","False","F",415,"S"
"2127_01","Earth","False","TRAPPIST-1e",19,"False",721,62,7,0,0,"Dorice Bailes","True","F",419,"P"
"2128_01","Earth","False","TRAPPIST-1e",22,"False",624,0,0,0,185,"Artis Sancockett","False","G",344,"P"
"2129_01","Earth","False","TRAPPIST-1e",17,"False",736,0,2,20,0,"Rice Camerrison","False","F",420,"P"
"2130_01","Earth","False","PSO J318.5-22",13,"False",0,2,480,10,176,"Marine Oneiles","False","F",421,"P"
"2131_01","Earth","False","TRAPPIST-1e",26,"False",0,NA,0,91,900,"Terrie Mayder","False","E",128,"P"
"2133_01","Mars","False","TRAPPIST-1e",NA,"False",1054,0,43,85,0,"Caish Chrie","False","D",74,"S"
"2133_02","Mars","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"Elfs Chrie","True","F",416,"S"
"2134_01","Mars","False","TRAPPIST-1e",20,"False",1146,0,0,0,3,"Mes Pimne","False","F",422,"P"
"2135_01","Earth","False","TRAPPIST-1e",20,"False",75,0,0,1545,0,"Tin Monroellynn","False","E",129,"P"
"2135_02","Earth","False","TRAPPIST-1e",23,"False",426,0,362,0,0,"Aarone Monroellynn","False","E",129,"P"
"2136_01","Earth","False","TRAPPIST-1e",61,"False",2,0,17,868,28,"Sallie Waltonnedy","False","G",343,"S"
"2137_01","Mars","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"Lopedo Ruité","True","F",423,"P"
"2137_02","Mars","False","55 Cancri e",3,"False",0,0,0,0,0,"Stoate Queke","True","F",423,"P"
"2137_03","Mars","False","55 Cancri e",4,"False",0,0,0,0,0,"Slig Queke","True","F",423,"P"
"2138_01","Earth","True","55 Cancri e",13,NA,0,0,0,0,0,"Colly Powery","True","G",344,"S"
"2139_01","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"Gibil Razo","True","F",417,"S"
"2140_01","Earth","False","TRAPPIST-1e",18,"False",0,0,698,0,0,"Andra Drakeekss","True","F",424,"P"
"2141_01","Earth","False","55 Cancri e",66,"False",0,0,1610,0,0,"Annaha Rivanseney","True","E",130,"P"
"2142_01","Mars","True","TRAPPIST-1e",39,NA,0,0,0,0,0,"Tostex Pri","True","F",418,"S"
"2143_01","Earth","False","TRAPPIST-1e",21,"False",0,1433,0,1234,0,"Justie Miltongson","False","F",419,"S"
"2143_02","Earth","True","TRAPPIST-1e",7,"False",0,0,0,0,0,"Thel Miltongson","False","G",345,"S"
"2144_01","Earth","True","TRAPPIST-1e",56,"False",0,0,0,0,0,"Helley Philliames","False",NA,NA,NA
"2145_01","Earth","False","TRAPPIST-1e",15,"False",0,951,128,0,0,"Karene Pecketton","False","F",425,"P"
"2147_01","Mars","False","TRAPPIST-1e",NA,"False",1146,0,47,0,105,"Chon Ban","True","E",155,"S"
"2148_01","Earth","False","TRAPPIST-1e",13,"False",579,226,61,1,7,"Ellana Grahangory","False","F",420,"S"
"2149_01","Europa","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"Altares Persed","True","B",89,"S"
"2150_01","Earth","True","PSO J318.5-22",38,"False",0,0,0,0,0,"Walley Prickmantes","False","G",346,"P"
"2152_01","Earth","False","TRAPPIST-1e",45,"False",2138,0,0,659,0,"Eulah Bakericks","False","F",426,"P"
"2153_01","Earth","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"Alvia Daviddley","False","G",347,"P"
"2154_01","Earth","False","TRAPPIST-1e",19,"False",78,0,0,550,0,"Regana Barles","False","G",348,"P"
"2156_01","Earth","False","TRAPPIST-1e",49,"False",651,25,0,849,2,"Troya Cofferson","False","F",421,"S"
"2158_01","Earth","False","TRAPPIST-1e",21,"False",0,820,0,45,0,"Joyn Moraleney","True","F",423,"S"
"2159_01","Earth","False","TRAPPIST-1e",18,"False",0,402,2027,0,0,"Hencey Casez","True","F",424,"S"
"2161_01","Mars","True","TRAPPIST-1e",43,"False",0,0,0,0,0,"Poselk Sidie","True","F",429,"P"
"2162_01","Mars","True","PSO J318.5-22",27,"False",0,0,0,0,0,"Ral Graie","True","F",425,"S"
"2162_02","Mars","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"Hoces Graie","True","F",425,"S"
"2163_01","Earth","False","TRAPPIST-1e",27,"False",0,0,6,745,22,"Adanne Mosepherry","False","G",349,"P"
"2164_01","Europa","True","TRAPPIST-1e",21,NA,0,0,0,0,0,"Coxaton Queldry","True","B",63,"P"
"2167_01","Earth","False","PSO J318.5-22",20,"False",38,220,495,0,NA,"Weney Mckinn","False","F",431,"P"
"2168_01","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"Fow Lacke","True","F",427,"S"
"2168_02","Mars","False","TRAPPIST-1e",20,"False",212,0,991,0,13,"Gorice Lacke","False","F",427,"S"
"2171_01","Earth","False","TRAPPIST-1e",24,"False",388,0,7,409,0,"Sergia Camerrison","False","F",433,"P"
"2171_02","Earth","False","TRAPPIST-1e",41,"False",2,0,551,5577,68,"Karene Camerrison","False","G",351,"P"
"2172_01","Earth","False","PSO J318.5-22",23,"False",0,774,0,0,0,"Belly Barbes","True","G",347,"S"
"2173_01","Earth","True","PSO J318.5-22",27,"False",0,0,0,0,0,"Vina Landolphrey","True","G",352,"P"
"2175_01","Earth","True","55 Cancri e",58,"False",0,0,0,0,0,"Gabria Callowery","True","G",348,"S"
"2177_01","Mars","True","TRAPPIST-1e",53,"False",0,0,0,0,0,"Clech Colle","True","F",435,"P"
"2179_01","Europa","False","TRAPPIST-1e",30,"False",437,3585,0,4488,281,"Eltaird Dianket","False","C",80,"S"
"2180_01","Earth","False","55 Cancri e",24,"False",1,0,0,318,247,"Coreen Masquez","False","F",428,"S"
"2182_01","Europa","False","TRAPPIST-1e",31,"False",46,1935,0,995,1254,"Unukath Tiouserful","False","B",64,"P"
"2183_01","Mars","False","PSO J318.5-22",46,"False",607,0,41,334,251,"Cheeet Ruity","False","F",429,"S"
"2183_02","Mars","False","TRAPPIST-1e",20,"False",938,59,31,12,0,"Prish Ruity","False","F",429,"S"
"2186_01","Earth","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"Ivanne Johnsby","False","G",350,"S"
"2187_01","Earth","False","TRAPPIST-1e",30,"False",0,236,0,1149,0,"Hary Wiggson","False","F",437,"P"
"2188_01","Earth","False","55 Cancri e",24,"False",0,421,0,207,63,"Ollip Hopez","False","F",438,"P"
"2189_01","Earth","False","TRAPPIST-1e",34,"False",0,0,0,628,0,"Nelly Cruzaley","False","G",354,"P"
"2190_01","Earth","False",NA,20,"False",1750,0,446,0,76,"Allia Barris","False","F",430,"S"
"2191_01","Mars","True","TRAPPIST-1e",48,"False",0,0,0,0,0,"Barkix Sidie","True","F",431,"S"
"2193_01","Earth","False","PSO J318.5-22",25,"False",0,0,619,0,70,"Karlen Singtons","False","F",439,"P"
"2194_01","Earth","True","TRAPPIST-1e",43,"False",0,0,0,0,0,"Danie Blacks","False","G",352,"S"
"2195_01","Earth","False","TRAPPIST-1e",27,"False",0,280,119,646,5,"Naomie Coleyanglas","True","F",440,"P"
"2196_01","Europa","False","TRAPPIST-1e",47,"False",NA,32,0,4027,1440,"Muonin Veriedeezy","False","B",65,"P"
"2196_02","Europa","False","55 Cancri e",26,"False",26,4587,0,102,0,"Zinonon Veriedeezy","True","B",65,"P"
"2196_03","Europa","True","TRAPPIST-1e",37,"False",0,0,0,0,0,"Genubi Veriedeezy","True","B",65,"P"
"2196_04","Europa","False","55 Cancri e",42,"False",0,1180,0,2677,283,"Alrairk Veriedeezy","False","B",65,"P"
"2198_01","Earth","False","55 Cancri e",61,"False",0,654,902,0,68,"Joela Franey","True","E",156,"S"
"2200_01","Mars","False","TRAPPIST-1e",29,"False",1443,1108,47,0,0,"Grawk Prité","False","F",442,"P"
"2201_01","Europa","False","55 Cancri e",32,"False",0,1968,13,1051,NA,"Suhelik Subateful","True","D",75,"S"
"2202_01","Mars","False","TRAPPIST-1e",51,"False",1671,0,17,0,0,"Stmeal Horte","False","F",443,"P"
"2203_01","Mars","False","TRAPPIST-1e",43,"False",2019,0,560,0,0,"Guanch Boyst","False","D",76,"S"
"2204_01","Europa","True","55 Cancri e",25,"False",0,0,0,0,0,"Taraid Aillyber","True","B",90,"S"
"2205_01","Earth","False","TRAPPIST-1e",31,"False",0,0,187,602,0,"Brance Vandan","False","E",157,"S"
"2206_01","Earth","False","PSO J318.5-22",13,"False",0,14,857,0,72,"Elindy Callowery","False","F",432,"S"
"2207_01","Earth","False","TRAPPIST-1e",20,"False",546,0,228,0,0,"Andine Hales","False","G",354,"S"
"2209_01","Earth","False","TRAPPIST-1e",29,"False",1356,20,0,13,0,"","False","F",433,"S"
"2210_01","Earth","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"Helly Hestes","False","G",355,"S"
"2211_01","Earth","False","TRAPPIST-1e",15,"False",0,2347,0,380,0,"Amela Hurles","True","F",434,"S"
"2212_01","Earth","False","TRAPPIST-1e",50,"False",0,5,0,2170,0,"Ebonyd Swanardy","False","F",445,"P"
"2215_01","Europa","False","55 Cancri e",41,"True",0,29813,0,1257,6,"Pulchib Quidedbolt","True","A",27,"S"
"2215_02","Europa","False","TRAPPIST-1e",43,"False",2,2229,33,6,198,"","True","A",27,"S"
"2215_03","Europa","True","TRAPPIST-1e",32,"False",0,0,0,0,0,"Grafi Quidedbolt","True","A",27,"S"
"2215_04","Europa","False",NA,36,"False",0,3206,0,698,72,"Ranons Ingent","False","A",27,"S"
"2219_01","Earth","True","55 Cancri e",18,"False",0,0,0,0,0,"Milda Woodwin","True",NA,NA,NA
"2220_01","Earth","False","TRAPPIST-1e",47,"False",0,0,880,0,2,"Ralda Acobsond","True","G",357,"S"
"2221_01","Earth","True","PSO J318.5-22",29,"False",0,0,0,0,0,"Andrey Fisherry","True","G",355,"P"
"2223_01","Earth","False","TRAPPIST-1e",NA,"False",0,86,0,252,570,"Glena Vanglis","False","G",358,"S"
"2224_01","Earth","False","TRAPPIST-1e",14,"False",0,600,0,204,0,"Dessie Polloantes","True","F",435,"S"
"2225_01","Earth","True","PSO J318.5-22",25,"False",0,0,0,0,0,"Willey Puckley","False","G",356,"P"
"2228_01","Mars","False","TRAPPIST-1e",63,"False",1172,0,1,NA,0,"Basps Rasty","False","E",158,"S"
"2229_01","Earth","False","TRAPPIST-1e",22,"False",48,329,182,26,154,"Ianya Norry","False","F",437,"S"
"2231_01","Mars","False","TRAPPIST-1e",32,"False",2,416,26,510,0,"Hon Late","False","E",159,"S"
"2232_01","Earth","False","55 Cancri e",31,"False",0,14,671,1,3,"Eriky Dyers","False","F",438,"S"
"2232_02","Earth","False","TRAPPIST-1e",24,"False",0,1220,0,140,0,"Adrie Dyers","False","F",438,"S"
"2233_01","Earth","False","TRAPPIST-1e",39,"False",9,18,0,2,878,"Nelle Alfordonard","False","G",359,"P"
"2234_01","Mars","True","55 Cancri e",20,"False",0,0,0,0,0,"Newtch Gen","True","F",448,"P"
"2234_02","Mars","True","55 Cancri e",20,"False",0,0,0,0,0,"Resers Gread","True","F",448,"P"
"2234_03","Mars","False","TRAPPIST-1e",19,"False",0,0,0,0,0,"Apench Flité","False","E",134,"P"
"2234_04","Mars","False","55 Cancri e",20,"False",552,8,1348,5,NA,"Jet Gen","False","E",134,"P"
"2234_05","Mars","False","TRAPPIST-1e",31,"False",21,0,1031,0,NA,"Burs Flité","False","D",66,"P"
"2234_06","Mars","True","55 Cancri e",17,"False",0,0,0,0,0,"Shood Gen","True","F",448,"P"
"2234_07","Mars","False","TRAPPIST-1e",24,"False",2538,0,61,0,0,"Sumpid Gread","False","F",448,"P"
"2235_01","Earth","False","TRAPPIST-1e",27,"False",203,539,0,0,0,"Elica Tranciams","False","F",449,"P"
"2237_01","Europa","False","55 Cancri e",28,"False",0,162,741,3733,99,"Skatik Fushausive","True","C",83,"S"
"2237_02","Europa","True","TRAPPIST-1e",41,"False",0,0,0,0,0,"Ruchban Fushausive","True","C",83,"S"
"2238_01","Europa","True","55 Cancri e",25,"False",0,0,0,0,0,"Wasalm Droning","True","A",28,"S"
"2239_01","Earth","False","PSO J318.5-22",26,"False",93,0,469,0,0,"Kencey Franchaney","True","F",439,"S"
"2241_01","Earth","False","TRAPPIST-1e",27,"False",485,1109,921,0,1,"Jacky Jacostaffey","False","F",451,"P"
"2243_01","Earth","False","TRAPPIST-1e",22,"False",38,483,80,47,121,"Thondy Booness","True","G",362,"P"
"2251_01","Europa","False","55 Cancri e",62,"False",320,1179,756,4996,85,"Yilduno Hoodjuded","False","A",29,"S"
"2251_02","Europa","False","TRAPPIST-1e",58,"False",2,1,14,2,1153,"Zaurion Hoodjuded","False","A",29,"S"
"2252_01","Earth","False",NA,37,"False",0,1368,0,NA,960,"Ernard Willy","False","G",363,"P"
"2253_01","Earth","False","TRAPPIST-1e",54,"False",701,32,171,8,0,"Cherry Cruzaley","False","G",359,"S"
"2254_01","Earth","False","TRAPPIST-1e",26,"False",0,10,0,702,1,"Beula Mcfaddenson","False","F",455,"P"
"2255_01","Europa","True","55 Cancri e",44,"False",0,0,0,0,0,"Tabdhib Spadicage","True","C",75,"P"
"2255_02","Europa","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"Polah Spadicage","True","C",75,"P"
"2256_01","Earth","True","TRAPPIST-1e",47,"False",0,0,0,0,0,"Aarone Batestonley","True","G",360,"S"
"2257_01","Europa","False","TRAPPIST-1e",27,"True",0,3341,NA,80,654,"Atonea Diateous","True","C",76,"P"
"2257_02","Europa","True","55 Cancri e",22,"False",0,0,0,0,0,"Nasliak Diateous","True","B",66,"P"
"2258_01","Earth","True","TRAPPIST-1e",46,"False",0,0,0,0,0,"All Leonzaley","True","G",364,"P"
"2261_01","Earth","False","TRAPPIST-1e",29,"False",0,0,885,0,0,"Millia Bairdford","True","F",441,"S"
"2262_01","Earth","False","55 Cancri e",43,"False",485,4,136,48,0,"Clarry Kimpson","False","G",365,"P"
"2263_01","Earth","False","TRAPPIST-1e",42,"False",0,0,32,772,0,"Andie Burnewman","False","F",456,"P"
"2264_01","Earth","False","TRAPPIST-1e",39,"False",0,0,13,0,868,"Lanedy Youngrayes","True","F",442,"S"
"2266_01","Mars","False","TRAPPIST-1e",30,"False",616,0,185,210,475,"Dow Conca","False","F",457,"P"
"2267_01","Mars","False","TRAPPIST-1e",43,"False",2318,0,647,81,0,"Gratsp Meake","True","E",161,"S"
"2268_01","Earth","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"Camiet Mcbriggins","False","G",366,"P"
"2269_01","Mars","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"Ork Blees","True","F",458,"P"
"2270_01","Mars","False","TRAPPIST-1e",46,"False",171,0,1257,5,0,"Spuffs Fla","True","F",459,"P"
"2272_01","Earth","False","TRAPPIST-1e",3,"False",0,0,0,0,0,"","True","G",367,"P"
"2272_02","Earth","True","55 Cancri e",21,"False",0,0,0,0,0,"Mela Quinnerettt","True",NA,NA,NA
"2272_03","Earth","False","TRAPPIST-1e",1,"False",0,0,0,0,0,"Ricard Kirks","True","G",367,"P"
"2273_01","Earth","False","TRAPPIST-1e",22,"False",0,0,0,10,778,"Timmy Hanner","False","E",162,"S"
"2274_01","Europa","True","55 Cancri e",27,"False",0,0,0,0,0,"Alrairk Proorbeng","True","C",79,"P"
"2274_02","Europa","True","55 Cancri e",28,"False",0,0,0,0,0,"Mino Shoeweely","True","C",79,"P"
"2275_01","Mars","False","PSO J318.5-22",36,"False",241,0,670,0,0,"Mos Tirt","False","F",460,"P"
"2277_01","Earth","False","TRAPPIST-1e",19,"False",26,313,470,0,0,"Diandy Wallerson","False","G",362,"S"
"2278_01","Europa","True","55 Cancri e",18,"False",0,0,0,0,0,"Gemmam Crantiale","True","C",80,"P"
"2279_01","Europa","False","55 Cancri e",47,"False",0,140,NA,85,3970,"Axionon Pippoppere","False","B",91,"S"
"2280_01","Europa","False","TRAPPIST-1e",18,"False",20,1064,0,0,11643,"Lesat Femoused","False","B",92,"S"
"2281_01","Earth","False","TRAPPIST-1e",6,"False",0,0,0,0,0,"Rica Hoppers","True","E",136,"P"
"2282_01","Earth","False","TRAPPIST-1e",20,"False",0,544,1,0,378,"Ellena Burtiz","False","F",461,"P"
"2284_01","Mars","False","TRAPPIST-1e",18,"False",262,302,1127,4225,0,"Poloos Butte","False","F",463,"P"
"2287_01","Earth","False","TRAPPIST-1e",37,"False",0,1,0,219,NA,"Shally Reyersendry","False","F",464,"P"
"2288_01","Earth","False","TRAPPIST-1e",22,"False",12,746,802,58,0,"Dia Figuez","False","E",163,"S"
"2289_01","Mars","False","TRAPPIST-1e",37,"False",20,0,2559,20,0,"Hary Jaff","True","F",465,"P"
"2291_01","Earth",NA,"55 Cancri e",6,"False",0,0,0,0,0,"Patoya Pittler","False","G",365,"S"
"2291_02","Earth","False","TRAPPIST-1e",36,"False",3,0,435,8,277,"Nancey Pittler","False","G",365,"S"
"2291_03","Earth","False","55 Cancri e",46,"False",426,37,0,0,568,"","False","F",445,"S"
"2295_01","Earth","False","TRAPPIST-1e",75,"False",0,0,1224,NA,1769,"Melica Emenez","False","F",466,"P"
"2295_02","Earth","False","TRAPPIST-1e",37,"False",0,8,70,360,258,"Jillie Emenez","False","F",466,"P"
"2296_01","Earth","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"Kencey Patteraley","True","G",369,"P"
"2298_01","Earth","False","PSO J318.5-22",33,"False",270,412,1,NA,5,"Thery Fredersend","False","F",467,"P"
"2299_01","Mars","False","TRAPPIST-1e",35,"False",174,0,381,0,62,"Wealke Ramad","False","F",448,"S"
"2300_01","Europa","False","55 Cancri e",19,"False",0,NA,0,0,8195,"Genubik Alcemblery","False","C",81,"P"
"2300_02","Europa","False","55 Cancri e",34,"False",0,22,NA,3028,3768,"Arid Alcemblery","False","C",81,"P"
"2301_01","Earth","False","TRAPPIST-1e",23,"False",1010,0,33,10,0,"Colly Hodgesss","True","F",449,"S"
"2301_02","Earth","False","55 Cancri e",37,"False",1508,NA,0,1,0,"Weslie Hodgesss","False","G",367,"S"
"2301_03","Earth","False","55 Cancri e",24,"False",1367,0,1,0,0,"Marine Hodgesss","False","F",449,"S"
"2302_01","Europa","False","TRAPPIST-1e",54,"True",0,3381,0,4463,34,"Sterion Dedometeel","False","A",18,"P"
"2303_01","Mars","False","55 Cancri e",52,"False",1377,0,32,22,0,"Beal Chort","True","F",468,"P"
"2305_01","Earth","True","TRAPPIST-1e",60,"False",0,0,0,0,0,"","False","G",368,"S"
"2306_01","Europa","False","TRAPPIST-1e",1,"False",0,0,0,0,0,"Batenar Colensid","True","C",82,"P"
"2306_02","Europa","False","TRAPPIST-1e",NA,"False",0,0,0,0,0,"Gomeron Colensid","True","C",82,"P"
"2306_03","Europa","False","TRAPPIST-1e",22,"False",0,297,3,676,2924,"Asellum Colensid","False","C",82,"P"
"2306_04","Europa","False","55 Cancri e",27,"False",0,12077,0,75,0,"Izarkab Ticiontral","True","C",82,"P"
"2306_05","Europa","True","55 Cancri e",48,"False",0,0,0,0,0,"Bram Colensid","True","C",82,"P"
"2306_06","Europa","False","55 Cancri e",47,"False",1320,428,4,24,0,"Luxons Colensid","False","C",82,"P"
"2308_01","Europa","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"Plas Pringrous","True","D",77,"S"
"2308_02","Europa","False","55 Cancri e",49,"False",9,2426,95,1249,168,"Beten Pringrous","False","D",77,"S"
"2308_03","Europa","False","TRAPPIST-1e",33,"False",0,2012,1,9124,4,"Asellum Pringrous","False","D",77,"S"
"2308_04","Europa","False","TRAPPIST-1e",67,"False",0,4715,0,599,6,"Polluma Pringrous","True","D",77,"S"
"2309_01","Earth","True","PSO J318.5-22",5,"False",0,0,0,0,0,"Feryla Whitledges","False","G",371,"P"
"2310_01","Europa","True","55 Cancri e",60,"False",0,0,0,0,0,"Alaron Holiabler","True","D",68,"P"
"2310_02","Europa","True","TRAPPIST-1e",56,"False",0,0,0,0,0,"Geons Holiabler","True","D",68,"P"
"2310_03","Europa","False","TRAPPIST-1e",59,"False",0,2210,0,4085,11,"Elebara Pleele","False","D",68,"P"
"2310_04","Europa","True","TRAPPIST-1e",44,"False",0,0,0,0,0,"Enibah Pleele","True","D",68,"P"
"2311_01","Earth","False","TRAPPIST-1e",33,"False",0,763,1,66,84,"Elsane Cabrewsond","False","G",372,"P"
"2312_01",NA,"True","TRAPPIST-1e",28,"False",0,0,0,0,0,"Billex Sykess","False","G",369,"S"
"2313_01","Mars","False","TRAPPIST-1e",29,"False",1365,0,791,210,0,"Lish Kart","False","F",469,"P"
"2314_01","Earth","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"Troyce Folemonley","False","G",370,"S"
"2315_01","Europa","True","55 Cancri e",34,"False",0,0,0,0,0,"Murzima Singmage","True","B",67,"P"
"2316_01","Earth","True","PSO J318.5-22",45,"False",0,0,0,0,0,"Shan Blange","True","G",371,"S"
"2317_01","Earth","False","TRAPPIST-1e",39,"False",0,454,0,454,0,"Ronia Gainebergan","False","G",372,"S"
"2318_01","Earth","False","TRAPPIST-1e",18,"False",128,37,626,0,5,"Lindy Bradamss","False","F",470,"P"
"2319_01",NA,"True","PSO J318.5-22",57,"False",0,0,0,0,0,"Evendy Estron","False","G",373,"P"
"2320_01","Earth","False","55 Cancri e",NA,"False",0,760,0,21,23,"Thel Francock","False","F",450,"S"
"2321_01","Earth","True","PSO J318.5-22",25,"False",0,0,0,0,0,"Claura Petermandez","True","G",373,"S"
"2325_01","Earth","True","PSO J318.5-22",22,"False",0,0,0,0,0,"Kimmie Hurchez","False","G",374,"S"
"2327_01","Europa","False","TRAPPIST-1e",32,"False",0,4106,388,892,2,"Alyat Oidederval","True","B",68,"P"
"2329_01","Mars","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"Heersh Burry","True","F",472,"P"
"2332_01","Earth","False","TRAPPIST-1e",21,"False",556,0,20,1589,0,"Cellex Mccarry","False","F",453,"S"
"2333_01","Mars","False","TRAPPIST-1e",16,"False",0,0,0,0,0,"Igrish Fiha","False","E",137,"P"
"2336_01","Europa","True","55 Cancri e",45,"False",0,0,0,0,0,"Alhail Fulatorly","True","A",30,"S"
"2336_02","Europa","False","TRAPPIST-1e",44,"True",1409,910,17,1452,3782,"Wezna Fulatorly","False","A",30,"S"
"2338_01","Earth","True","55 Cancri e",27,"False",0,0,0,0,0,"Elenay Moodman","True","G",376,"P"
